id,newsID,rating,factcheckID
NewsReview1,BuzzfeedNews1,0.0,FactcheckResource2
NewsReview2,BuzzfeedNews2,0.0,FactcheckResource2
NewsReview3,BuzzfeedNews3,0.0,FactcheckResource2
NewsReview4,BuzzfeedNews4,0.0,FactcheckResource2
NewsReview5,BuzzfeedNews5,0.0,FactcheckResource2
NewsReview6,BuzzfeedNews6,0.0,FactcheckResource2
NewsReview7,BuzzfeedNews7,0.0,FactcheckResource2
NewsReview8,BuzzfeedNews8,0.0,FactcheckResource2
NewsReview9,BuzzfeedNews9,0.0,FactcheckResource2
NewsReview10,BuzzfeedNews10,0.0,FactcheckResource2
NewsReview11,BuzzfeedNews11,0.0,FactcheckResource2
NewsReview12,BuzzfeedNews12,0.0,FactcheckResource2
NewsReview13,BuzzfeedNews13,0.0,FactcheckResource2
NewsReview14,BuzzfeedNews14,0.0,FactcheckResource2
NewsReview15,BuzzfeedNews15,0.0,FactcheckResource2
NewsReview16,BuzzfeedNews16,0.0,FactcheckResource2
NewsReview17,BuzzfeedNews17,0.0,FactcheckResource2
NewsReview18,BuzzfeedNews18,0.0,FactcheckResource2
NewsReview19,BuzzfeedNews19,0.0,FactcheckResource2
NewsReview20,BuzzfeedNews20,0.0,FactcheckResource2
NewsReview21,BuzzfeedNews21,0.0,FactcheckResource2
NewsReview22,BuzzfeedNews22,0.0,FactcheckResource2
NewsReview23,BuzzfeedNews23,0.0,FactcheckResource2
NewsReview24,BuzzfeedNews24,0.0,FactcheckResource2
NewsReview25,BuzzfeedNews25,0.0,FactcheckResource2
NewsReview26,BuzzfeedNews26,0.0,FactcheckResource2
NewsReview27,BuzzfeedNews27,0.0,FactcheckResource2
NewsReview28,BuzzfeedNews28,0.0,FactcheckResource2
NewsReview29,BuzzfeedNews29,0.0,FactcheckResource2
NewsReview30,BuzzfeedNews30,0.0,FactcheckResource2
NewsReview31,BuzzfeedNews31,0.0,FactcheckResource2
NewsReview32,BuzzfeedNews32,0.0,FactcheckResource2
NewsReview33,BuzzfeedNews33,0.0,FactcheckResource2
NewsReview34,BuzzfeedNews34,0.0,FactcheckResource2
NewsReview35,BuzzfeedNews35,0.0,FactcheckResource2
NewsReview36,BuzzfeedNews36,0.0,FactcheckResource2
NewsReview37,BuzzfeedNews37,0.0,FactcheckResource2
NewsReview38,BuzzfeedNews38,0.0,FactcheckResource2
NewsReview39,BuzzfeedNews39,0.0,FactcheckResource2
NewsReview40,BuzzfeedNews40,0.0,FactcheckResource2
NewsReview41,BuzzfeedNews41,0.0,FactcheckResource2
NewsReview42,BuzzfeedNews42,0.0,FactcheckResource2
NewsReview43,BuzzfeedNews43,0.0,FactcheckResource2
NewsReview44,BuzzfeedNews44,0.0,FactcheckResource2
NewsReview45,BuzzfeedNews45,0.0,FactcheckResource2
NewsReview46,BuzzfeedNews46,0.0,FactcheckResource2
NewsReview47,BuzzfeedNews47,0.0,FactcheckResource2
NewsReview48,BuzzfeedNews48,0.0,FactcheckResource2
NewsReview49,BuzzfeedNews49,0.0,FactcheckResource2
NewsReview50,BuzzfeedNews50,0.0,FactcheckResource2
NewsReview51,BuzzfeedNews51,0.0,FactcheckResource2
NewsReview52,BuzzfeedNews52,0.0,FactcheckResource2
NewsReview53,BuzzfeedNews53,0.0,FactcheckResource2
NewsReview54,BuzzfeedNews54,0.0,FactcheckResource2
NewsReview55,BuzzfeedNews55,0.0,FactcheckResource2
NewsReview56,BuzzfeedNews56,0.0,FactcheckResource2
NewsReview57,BuzzfeedNews57,0.0,FactcheckResource2
NewsReview58,BuzzfeedNews58,0.0,FactcheckResource2
NewsReview59,BuzzfeedNews59,0.0,FactcheckResource2
NewsReview60,BuzzfeedNews60,0.0,FactcheckResource2
NewsReview61,BuzzfeedNews61,0.0,FactcheckResource2
NewsReview62,BuzzfeedNews62,0.0,FactcheckResource2
NewsReview63,BuzzfeedNews63,0.0,FactcheckResource2
NewsReview64,BuzzfeedNews64,0.0,FactcheckResource2
NewsReview65,BuzzfeedNews65,0.0,FactcheckResource2
NewsReview66,BuzzfeedNews66,0.0,FactcheckResource2
NewsReview67,BuzzfeedNews67,0.0,FactcheckResource2
NewsReview68,BuzzfeedNews68,0.0,FactcheckResource2
NewsReview69,BuzzfeedNews69,0.0,FactcheckResource2
NewsReview70,BuzzfeedNews70,0.0,FactcheckResource2
NewsReview71,BuzzfeedNews71,0.0,FactcheckResource2
NewsReview72,BuzzfeedNews72,0.0,FactcheckResource2
NewsReview73,BuzzfeedNews73,0.0,FactcheckResource2
NewsReview74,BuzzfeedNews74,0.0,FactcheckResource2
NewsReview75,BuzzfeedNews75,0.0,FactcheckResource2
NewsReview76,BuzzfeedNews76,0.0,FactcheckResource2
NewsReview77,BuzzfeedNews77,0.0,FactcheckResource2
NewsReview78,BuzzfeedNews78,0.0,FactcheckResource2
NewsReview79,BuzzfeedNews79,0.0,FactcheckResource2
NewsReview80,BuzzfeedNews80,0.0,FactcheckResource2
NewsReview81,BuzzfeedNews81,0.0,FactcheckResource2
NewsReview82,BuzzfeedNews82,0.0,FactcheckResource2
NewsReview83,BuzzfeedNews83,0.0,FactcheckResource2
NewsReview84,BuzzfeedNews84,0.0,FactcheckResource2
NewsReview85,BuzzfeedNews85,0.0,FactcheckResource2
NewsReview86,BuzzfeedNews86,0.0,FactcheckResource2
NewsReview87,BuzzfeedNews87,0.0,FactcheckResource2
NewsReview88,BuzzfeedNews88,0.0,FactcheckResource2
NewsReview89,BuzzfeedNews89,0.0,FactcheckResource2
NewsReview90,BuzzfeedNews90,0.0,FactcheckResource2
NewsReview91,BuzzfeedNews91,0.0,FactcheckResource2
NewsReview92,BuzzfeedNews92,1.0,FactcheckResource2
NewsReview93,BuzzfeedNews93,1.0,FactcheckResource2
NewsReview94,BuzzfeedNews94,1.0,FactcheckResource2
NewsReview95,BuzzfeedNews95,1.0,FactcheckResource2
NewsReview96,BuzzfeedNews96,1.0,FactcheckResource2
NewsReview97,BuzzfeedNews97,1.0,FactcheckResource2
NewsReview98,BuzzfeedNews98,1.0,FactcheckResource2
NewsReview99,BuzzfeedNews99,1.0,FactcheckResource2
NewsReview100,BuzzfeedNews100,1.0,FactcheckResource2
NewsReview101,BuzzfeedNews101,1.0,FactcheckResource2
NewsReview102,BuzzfeedNews102,1.0,FactcheckResource2
NewsReview103,BuzzfeedNews103,1.0,FactcheckResource2
NewsReview104,BuzzfeedNews104,1.0,FactcheckResource2
NewsReview105,BuzzfeedNews105,1.0,FactcheckResource2
NewsReview106,BuzzfeedNews106,1.0,FactcheckResource2
NewsReview107,BuzzfeedNews107,1.0,FactcheckResource2
NewsReview108,BuzzfeedNews108,1.0,FactcheckResource2
NewsReview109,BuzzfeedNews109,1.0,FactcheckResource2
NewsReview110,BuzzfeedNews110,1.0,FactcheckResource2
NewsReview111,BuzzfeedNews111,1.0,FactcheckResource2
NewsReview112,BuzzfeedNews112,1.0,FactcheckResource2
NewsReview113,BuzzfeedNews113,1.0,FactcheckResource2
NewsReview114,BuzzfeedNews114,1.0,FactcheckResource2
NewsReview115,BuzzfeedNews115,1.0,FactcheckResource2
NewsReview116,BuzzfeedNews116,1.0,FactcheckResource2
NewsReview117,BuzzfeedNews117,1.0,FactcheckResource2
NewsReview118,BuzzfeedNews118,1.0,FactcheckResource2
NewsReview119,BuzzfeedNews119,1.0,FactcheckResource2
NewsReview120,BuzzfeedNews120,1.0,FactcheckResource2
NewsReview121,BuzzfeedNews121,1.0,FactcheckResource2
NewsReview122,BuzzfeedNews122,1.0,FactcheckResource2
NewsReview123,BuzzfeedNews123,1.0,FactcheckResource2
NewsReview124,BuzzfeedNews124,1.0,FactcheckResource2
NewsReview125,BuzzfeedNews125,1.0,FactcheckResource2
NewsReview126,BuzzfeedNews126,1.0,FactcheckResource2
NewsReview127,BuzzfeedNews127,1.0,FactcheckResource2
NewsReview128,BuzzfeedNews128,1.0,FactcheckResource2
NewsReview129,BuzzfeedNews129,1.0,FactcheckResource2
NewsReview130,BuzzfeedNews130,1.0,FactcheckResource2
NewsReview131,BuzzfeedNews131,1.0,FactcheckResource2
NewsReview132,BuzzfeedNews132,1.0,FactcheckResource2
NewsReview133,BuzzfeedNews133,1.0,FactcheckResource2
NewsReview134,BuzzfeedNews134,1.0,FactcheckResource2
NewsReview135,BuzzfeedNews135,1.0,FactcheckResource2
NewsReview136,BuzzfeedNews136,1.0,FactcheckResource2
NewsReview137,BuzzfeedNews137,1.0,FactcheckResource2
NewsReview138,BuzzfeedNews138,1.0,FactcheckResource2
NewsReview139,BuzzfeedNews139,1.0,FactcheckResource2
NewsReview140,BuzzfeedNews140,1.0,FactcheckResource2
NewsReview141,BuzzfeedNews141,1.0,FactcheckResource2
NewsReview142,BuzzfeedNews142,1.0,FactcheckResource2
NewsReview143,BuzzfeedNews143,1.0,FactcheckResource2
NewsReview144,BuzzfeedNews144,1.0,FactcheckResource2
NewsReview145,BuzzfeedNews145,1.0,FactcheckResource2
NewsReview146,BuzzfeedNews146,1.0,FactcheckResource2
NewsReview147,BuzzfeedNews147,1.0,FactcheckResource2
NewsReview148,BuzzfeedNews148,1.0,FactcheckResource2
NewsReview149,BuzzfeedNews149,1.0,FactcheckResource2
NewsReview150,BuzzfeedNews150,1.0,FactcheckResource2
NewsReview151,BuzzfeedNews151,1.0,FactcheckResource2
NewsReview152,BuzzfeedNews152,1.0,FactcheckResource2
NewsReview153,BuzzfeedNews153,1.0,FactcheckResource2
NewsReview154,BuzzfeedNews154,1.0,FactcheckResource2
NewsReview155,BuzzfeedNews155,1.0,FactcheckResource2
NewsReview156,BuzzfeedNews156,1.0,FactcheckResource2
NewsReview157,BuzzfeedNews157,1.0,FactcheckResource2
NewsReview158,BuzzfeedNews158,1.0,FactcheckResource2
NewsReview159,BuzzfeedNews159,1.0,FactcheckResource2
NewsReview160,BuzzfeedNews160,1.0,FactcheckResource2
NewsReview161,BuzzfeedNews161,1.0,FactcheckResource2
NewsReview162,BuzzfeedNews162,1.0,FactcheckResource2
NewsReview163,BuzzfeedNews163,1.0,FactcheckResource2
NewsReview164,BuzzfeedNews164,1.0,FactcheckResource2
NewsReview165,BuzzfeedNews165,1.0,FactcheckResource2
NewsReview166,BuzzfeedNews166,1.0,FactcheckResource2
NewsReview167,BuzzfeedNews167,1.0,FactcheckResource2
NewsReview168,BuzzfeedNews168,1.0,FactcheckResource2
NewsReview169,BuzzfeedNews169,1.0,FactcheckResource2
NewsReview170,BuzzfeedNews170,1.0,FactcheckResource2
NewsReview171,BuzzfeedNews171,1.0,FactcheckResource2
NewsReview172,BuzzfeedNews172,1.0,FactcheckResource2
NewsReview173,BuzzfeedNews173,1.0,FactcheckResource2
NewsReview174,BuzzfeedNews174,1.0,FactcheckResource2
NewsReview175,BuzzfeedNews175,1.0,FactcheckResource2
NewsReview176,BuzzfeedNews176,1.0,FactcheckResource2
NewsReview177,BuzzfeedNews177,1.0,FactcheckResource2
NewsReview178,BuzzfeedNews178,1.0,FactcheckResource2
NewsReview179,BuzzfeedNews179,1.0,FactcheckResource2
NewsReview180,BuzzfeedNews180,1.0,FactcheckResource2
NewsReview181,BuzzfeedNews181,1.0,FactcheckResource2
NewsReview182,BuzzfeedNews182,1.0,FactcheckResource2
NewsReview183,PolitifactNews1,0.0,FactcheckResource3
NewsReview184,PolitifactNews2,0.0,FactcheckResource3
NewsReview185,PolitifactNews3,0.0,FactcheckResource3
NewsReview186,PolitifactNews4,0.0,FactcheckResource3
NewsReview187,PolitifactNews5,0.0,FactcheckResource3
NewsReview188,PolitifactNews6,0.0,FactcheckResource3
NewsReview189,PolitifactNews7,0.0,FactcheckResource3
NewsReview190,PolitifactNews8,0.0,FactcheckResource3
NewsReview191,PolitifactNews9,0.0,FactcheckResource3
NewsReview192,PolitifactNews10,0.0,FactcheckResource3
NewsReview193,PolitifactNews11,0.0,FactcheckResource3
NewsReview194,PolitifactNews12,0.0,FactcheckResource3
NewsReview195,PolitifactNews13,0.0,FactcheckResource3
NewsReview196,PolitifactNews14,0.0,FactcheckResource3
NewsReview197,PolitifactNews15,0.0,FactcheckResource3
NewsReview198,PolitifactNews16,0.0,FactcheckResource3
NewsReview199,PolitifactNews17,0.0,FactcheckResource3
NewsReview200,PolitifactNews18,0.0,FactcheckResource3
NewsReview201,PolitifactNews19,0.0,FactcheckResource3
NewsReview202,PolitifactNews20,0.0,FactcheckResource3
NewsReview203,PolitifactNews21,0.0,FactcheckResource3
NewsReview204,PolitifactNews22,0.0,FactcheckResource3
NewsReview205,PolitifactNews23,0.0,FactcheckResource3
NewsReview206,PolitifactNews24,0.0,FactcheckResource3
NewsReview207,PolitifactNews25,0.0,FactcheckResource3
NewsReview208,PolitifactNews26,0.0,FactcheckResource3
NewsReview209,PolitifactNews27,0.0,FactcheckResource3
NewsReview210,PolitifactNews28,0.0,FactcheckResource3
NewsReview211,PolitifactNews29,0.0,FactcheckResource3
NewsReview212,PolitifactNews30,0.0,FactcheckResource3
NewsReview213,PolitifactNews31,0.0,FactcheckResource3
NewsReview214,PolitifactNews32,0.0,FactcheckResource3
NewsReview215,PolitifactNews33,0.0,FactcheckResource3
NewsReview216,PolitifactNews34,0.0,FactcheckResource3
NewsReview217,PolitifactNews35,0.0,FactcheckResource3
NewsReview218,PolitifactNews36,0.0,FactcheckResource3
NewsReview219,PolitifactNews37,0.0,FactcheckResource3
NewsReview220,PolitifactNews38,0.0,FactcheckResource3
NewsReview221,PolitifactNews39,0.0,FactcheckResource3
NewsReview222,PolitifactNews40,0.0,FactcheckResource3
NewsReview223,PolitifactNews41,0.0,FactcheckResource3
NewsReview224,PolitifactNews42,0.0,FactcheckResource3
NewsReview225,PolitifactNews43,0.0,FactcheckResource3
NewsReview226,PolitifactNews44,0.0,FactcheckResource3
NewsReview227,PolitifactNews45,0.0,FactcheckResource3
NewsReview228,PolitifactNews46,0.0,FactcheckResource3
NewsReview229,PolitifactNews47,0.0,FactcheckResource3
NewsReview230,PolitifactNews48,0.0,FactcheckResource3
NewsReview231,PolitifactNews49,0.0,FactcheckResource3
NewsReview232,PolitifactNews50,0.0,FactcheckResource3
NewsReview233,PolitifactNews51,0.0,FactcheckResource3
NewsReview234,PolitifactNews52,0.0,FactcheckResource3
NewsReview235,PolitifactNews53,0.0,FactcheckResource3
NewsReview236,PolitifactNews54,0.0,FactcheckResource3
NewsReview237,PolitifactNews55,0.0,FactcheckResource3
NewsReview238,PolitifactNews56,0.0,FactcheckResource3
NewsReview239,PolitifactNews57,0.0,FactcheckResource3
NewsReview240,PolitifactNews58,0.0,FactcheckResource3
NewsReview241,PolitifactNews59,0.0,FactcheckResource3
NewsReview242,PolitifactNews60,0.0,FactcheckResource3
NewsReview243,PolitifactNews61,0.0,FactcheckResource3
NewsReview244,PolitifactNews62,0.0,FactcheckResource3
NewsReview245,PolitifactNews63,0.0,FactcheckResource3
NewsReview246,PolitifactNews64,0.0,FactcheckResource3
NewsReview247,PolitifactNews65,0.0,FactcheckResource3
NewsReview248,PolitifactNews66,0.0,FactcheckResource3
NewsReview249,PolitifactNews67,0.0,FactcheckResource3
NewsReview250,PolitifactNews68,0.0,FactcheckResource3
NewsReview251,PolitifactNews69,0.0,FactcheckResource3
NewsReview252,PolitifactNews70,0.0,FactcheckResource3
NewsReview253,PolitifactNews71,0.0,FactcheckResource3
NewsReview254,PolitifactNews72,0.0,FactcheckResource3
NewsReview255,PolitifactNews73,0.0,FactcheckResource3
NewsReview256,PolitifactNews74,0.0,FactcheckResource3
NewsReview257,PolitifactNews75,0.0,FactcheckResource3
NewsReview258,PolitifactNews76,0.0,FactcheckResource3
NewsReview259,PolitifactNews77,0.0,FactcheckResource3
NewsReview260,PolitifactNews78,0.0,FactcheckResource3
NewsReview261,PolitifactNews79,0.0,FactcheckResource3
NewsReview262,PolitifactNews80,0.0,FactcheckResource3
NewsReview263,PolitifactNews81,0.0,FactcheckResource3
NewsReview264,PolitifactNews82,0.0,FactcheckResource3
NewsReview265,PolitifactNews83,0.0,FactcheckResource3
NewsReview266,PolitifactNews84,0.0,FactcheckResource3
NewsReview267,PolitifactNews85,0.0,FactcheckResource3
NewsReview268,PolitifactNews86,0.0,FactcheckResource3
NewsReview269,PolitifactNews87,0.0,FactcheckResource3
NewsReview270,PolitifactNews88,0.0,FactcheckResource3
NewsReview271,PolitifactNews89,0.0,FactcheckResource3
NewsReview272,PolitifactNews90,0.0,FactcheckResource3
NewsReview273,PolitifactNews91,0.0,FactcheckResource3
NewsReview274,PolitifactNews92,0.0,FactcheckResource3
NewsReview275,PolitifactNews93,0.0,FactcheckResource3
NewsReview276,PolitifactNews94,0.0,FactcheckResource3
NewsReview277,PolitifactNews95,0.0,FactcheckResource3
NewsReview278,PolitifactNews96,0.0,FactcheckResource3
NewsReview279,PolitifactNews97,0.0,FactcheckResource3
NewsReview280,PolitifactNews98,0.0,FactcheckResource3
NewsReview281,PolitifactNews99,0.0,FactcheckResource3
NewsReview282,PolitifactNews100,0.0,FactcheckResource3
NewsReview283,PolitifactNews101,0.0,FactcheckResource3
NewsReview284,PolitifactNews102,0.0,FactcheckResource3
NewsReview285,PolitifactNews103,0.0,FactcheckResource3
NewsReview286,PolitifactNews104,0.0,FactcheckResource3
NewsReview287,PolitifactNews105,0.0,FactcheckResource3
NewsReview288,PolitifactNews106,0.0,FactcheckResource3
NewsReview289,PolitifactNews107,0.0,FactcheckResource3
NewsReview290,PolitifactNews108,0.0,FactcheckResource3
NewsReview291,PolitifactNews109,0.0,FactcheckResource3
NewsReview292,PolitifactNews110,0.0,FactcheckResource3
NewsReview293,PolitifactNews111,0.0,FactcheckResource3
NewsReview294,PolitifactNews112,0.0,FactcheckResource3
NewsReview295,PolitifactNews113,0.0,FactcheckResource3
NewsReview296,PolitifactNews114,0.0,FactcheckResource3
NewsReview297,PolitifactNews115,0.0,FactcheckResource3
NewsReview298,PolitifactNews116,0.0,FactcheckResource3
NewsReview299,PolitifactNews117,0.0,FactcheckResource3
NewsReview300,PolitifactNews118,0.0,FactcheckResource3
NewsReview301,PolitifactNews119,0.0,FactcheckResource3
NewsReview302,PolitifactNews120,0.0,FactcheckResource3
NewsReview303,PolitifactNews121,1.0,FactcheckResource3
NewsReview304,PolitifactNews122,1.0,FactcheckResource3
NewsReview305,PolitifactNews123,1.0,FactcheckResource3
NewsReview306,PolitifactNews124,1.0,FactcheckResource3
NewsReview307,PolitifactNews125,1.0,FactcheckResource3
NewsReview308,PolitifactNews126,1.0,FactcheckResource3
NewsReview309,PolitifactNews127,1.0,FactcheckResource3
NewsReview310,PolitifactNews128,1.0,FactcheckResource3
NewsReview311,PolitifactNews129,1.0,FactcheckResource3
NewsReview312,PolitifactNews130,1.0,FactcheckResource3
NewsReview313,PolitifactNews131,1.0,FactcheckResource3
NewsReview314,PolitifactNews132,1.0,FactcheckResource3
NewsReview315,PolitifactNews133,1.0,FactcheckResource3
NewsReview316,PolitifactNews134,1.0,FactcheckResource3
NewsReview317,PolitifactNews135,1.0,FactcheckResource3
NewsReview318,PolitifactNews136,1.0,FactcheckResource3
NewsReview319,PolitifactNews137,1.0,FactcheckResource3
NewsReview320,PolitifactNews138,1.0,FactcheckResource3
NewsReview321,PolitifactNews139,1.0,FactcheckResource3
NewsReview322,PolitifactNews140,1.0,FactcheckResource3
NewsReview323,PolitifactNews141,1.0,FactcheckResource3
NewsReview324,PolitifactNews142,1.0,FactcheckResource3
NewsReview325,PolitifactNews143,1.0,FactcheckResource3
NewsReview326,PolitifactNews144,1.0,FactcheckResource3
NewsReview327,PolitifactNews145,1.0,FactcheckResource3
NewsReview328,PolitifactNews146,1.0,FactcheckResource3
NewsReview329,PolitifactNews147,1.0,FactcheckResource3
NewsReview330,PolitifactNews148,1.0,FactcheckResource3
NewsReview331,PolitifactNews149,1.0,FactcheckResource3
NewsReview332,PolitifactNews150,1.0,FactcheckResource3
NewsReview333,PolitifactNews151,1.0,FactcheckResource3
NewsReview334,PolitifactNews152,1.0,FactcheckResource3
NewsReview335,PolitifactNews153,1.0,FactcheckResource3
NewsReview336,PolitifactNews154,1.0,FactcheckResource3
NewsReview337,PolitifactNews155,1.0,FactcheckResource3
NewsReview338,PolitifactNews156,1.0,FactcheckResource3
NewsReview339,PolitifactNews157,1.0,FactcheckResource3
NewsReview340,PolitifactNews158,1.0,FactcheckResource3
NewsReview341,PolitifactNews159,1.0,FactcheckResource3
NewsReview342,PolitifactNews160,1.0,FactcheckResource3
NewsReview343,PolitifactNews161,1.0,FactcheckResource3
NewsReview344,PolitifactNews162,1.0,FactcheckResource3
NewsReview345,PolitifactNews163,1.0,FactcheckResource3
NewsReview346,PolitifactNews164,1.0,FactcheckResource3
NewsReview347,PolitifactNews165,1.0,FactcheckResource3
NewsReview348,PolitifactNews166,1.0,FactcheckResource3
NewsReview349,PolitifactNews167,1.0,FactcheckResource3
NewsReview350,PolitifactNews168,1.0,FactcheckResource3
NewsReview351,PolitifactNews169,1.0,FactcheckResource3
NewsReview352,PolitifactNews170,1.0,FactcheckResource3
NewsReview353,PolitifactNews171,1.0,FactcheckResource3
NewsReview354,PolitifactNews172,1.0,FactcheckResource3
NewsReview355,PolitifactNews173,1.0,FactcheckResource3
NewsReview356,PolitifactNews174,1.0,FactcheckResource3
NewsReview357,PolitifactNews175,1.0,FactcheckResource3
NewsReview358,PolitifactNews176,1.0,FactcheckResource3
NewsReview359,PolitifactNews177,1.0,FactcheckResource3
NewsReview360,PolitifactNews178,1.0,FactcheckResource3
NewsReview361,PolitifactNews179,1.0,FactcheckResource3
NewsReview362,PolitifactNews180,1.0,FactcheckResource3
NewsReview363,PolitifactNews181,1.0,FactcheckResource3
NewsReview364,PolitifactNews182,1.0,FactcheckResource3
NewsReview365,PolitifactNews183,1.0,FactcheckResource3
NewsReview366,PolitifactNews184,1.0,FactcheckResource3
NewsReview367,PolitifactNews185,1.0,FactcheckResource3
NewsReview368,PolitifactNews186,1.0,FactcheckResource3
NewsReview369,PolitifactNews187,1.0,FactcheckResource3
NewsReview370,PolitifactNews188,1.0,FactcheckResource3
NewsReview371,PolitifactNews189,1.0,FactcheckResource3
NewsReview372,PolitifactNews190,1.0,FactcheckResource3
NewsReview373,PolitifactNews191,1.0,FactcheckResource3
NewsReview374,PolitifactNews192,1.0,FactcheckResource3
NewsReview375,PolitifactNews193,1.0,FactcheckResource3
NewsReview376,PolitifactNews194,1.0,FactcheckResource3
NewsReview377,PolitifactNews195,1.0,FactcheckResource3
NewsReview378,PolitifactNews196,1.0,FactcheckResource3
NewsReview379,PolitifactNews197,1.0,FactcheckResource3
NewsReview380,PolitifactNews198,1.0,FactcheckResource3
NewsReview381,PolitifactNews199,1.0,FactcheckResource3
NewsReview382,PolitifactNews200,1.0,FactcheckResource3
NewsReview383,PolitifactNews201,1.0,FactcheckResource3
NewsReview384,PolitifactNews202,1.0,FactcheckResource3
NewsReview385,PolitifactNews203,1.0,FactcheckResource3
NewsReview386,PolitifactNews204,1.0,FactcheckResource3
NewsReview387,PolitifactNews205,1.0,FactcheckResource3
NewsReview388,PolitifactNews206,1.0,FactcheckResource3
NewsReview389,PolitifactNews207,1.0,FactcheckResource3
NewsReview390,PolitifactNews208,1.0,FactcheckResource3
NewsReview391,PolitifactNews209,1.0,FactcheckResource3
NewsReview392,PolitifactNews210,1.0,FactcheckResource3
NewsReview393,PolitifactNews211,1.0,FactcheckResource3
NewsReview394,PolitifactNews212,1.0,FactcheckResource3
NewsReview395,PolitifactNews213,1.0,FactcheckResource3
NewsReview396,PolitifactNews214,1.0,FactcheckResource3
NewsReview397,PolitifactNews215,1.0,FactcheckResource3
NewsReview398,PolitifactNews216,1.0,FactcheckResource3
NewsReview399,PolitifactNews217,1.0,FactcheckResource3
NewsReview400,PolitifactNews218,1.0,FactcheckResource3
NewsReview401,PolitifactNews219,1.0,FactcheckResource3
NewsReview402,PolitifactNews220,1.0,FactcheckResource3
NewsReview403,PolitifactNews221,1.0,FactcheckResource3
NewsReview404,PolitifactNews222,1.0,FactcheckResource3
NewsReview405,PolitifactNews223,1.0,FactcheckResource3
NewsReview406,PolitifactNews224,1.0,FactcheckResource3
NewsReview407,PolitifactNews225,1.0,FactcheckResource3
NewsReview408,PolitifactNews226,1.0,FactcheckResource3
NewsReview409,PolitifactNews227,1.0,FactcheckResource3
NewsReview410,PolitifactNews228,1.0,FactcheckResource3
NewsReview411,PolitifactNews229,1.0,FactcheckResource3
NewsReview412,PolitifactNews230,1.0,FactcheckResource3
NewsReview413,PolitifactNews231,1.0,FactcheckResource3
NewsReview414,PolitifactNews232,1.0,FactcheckResource3
NewsReview415,PolitifactNews233,1.0,FactcheckResource3
NewsReview416,PolitifactNews234,1.0,FactcheckResource3
NewsReview417,PolitifactNews235,1.0,FactcheckResource3
NewsReview418,PolitifactNews236,1.0,FactcheckResource3
NewsReview419,PolitifactNews237,1.0,FactcheckResource3
NewsReview420,PolitifactNews238,1.0,FactcheckResource3
NewsReview421,PolitifactNews239,1.0,FactcheckResource3
NewsReview422,PolitifactNews240,1.0,FactcheckResource3
